ID,City,Price,Attraction Index,Normalised Attraction Index,Restraunt Index,Normalised Restraunt Index
7309,Athens, € 125.37 ,74.95,2.82,106.66,1.59
7310,Athens, € 81.08 ,92.49,3.48,142.59,2.13
7311,Athens, € 170.83 ,49.82,1.88,73.14,1.09
7312,Athens, € 142.48 ,61.59,2.32,88.85,1.33
7313,Athens, € 68.43 ,83.17,3.13,130.70,1.95
7314,Athens, € 102.17 ,51.89,1.95,74.30,1.11
7315,Athens, € 75.22 ,38.00,1.43,53.29,0.80
7316,Athens, € 174.11 ,45.93,1.73,62.66,0.94
7317,Athens, € 241.14 ,88.42,3.33,138.49,2.07
7318,Athens, € 138.96 ,87.40,3.29,134.72,2.01
7319,Athens, € 96.78 ,43.56,1.64,63.91,0.95
7320,Athens, € 102.17 ,74.10,2.79,107.85,1.61
7321,Athens, € 97.49 ,42.91,1.62,63.19,0.94
7322,Athens, € 112.48 ,72.86,2.75,111.01,1.66
7323,Athens, € 131.93 ,72.55,2.73,105.27,1.57
7324,Athens, € 162.40 ,102.85,3.88,142.00,2.12
7325,Athens, € 347.76 ,105.71,3.98,143.56,2.14
7326,Athens, € 104.28 ,75.32,2.84,109.84,1.64
7327,Athens, € 428.84 ,42.37,1.60,62.61,0.93
7328,Athens, € 74.05 ,76.94,2.90,118.68,1.77
7329,Athens, € 84.60 ,82.10,3.09,121.36,1.81
7330,Athens, € 64.91 ,49.93,1.88,71.00,1.06
7331,Athens, € 145.06 ,58.70,2.21,87.19,1.30
7332,Athens, € 197.08 ,91.75,3.46,140.86,2.10
7333,Athens, € 138.03 ,146.02,5.50,190.47,2.84
7334,Athens, € 84.36 ,31.19,1.18,45.43,0.68
7335,Athens, € 227.08 ,126.43,4.76,255.12,3.81
7336,Athens, € 276.99 ,85.03,3.20,127.98,1.91
7337,Athens, € 99.59 ,131.46,4.95,182.81,2.73
7338,Athens, € 145.99 ,74.41,2.80,113.03,1.69
7339,Athens, € 105.69 ,85.05,3.20,128.21,1.91
7340,Athens, € 156.30 ,109.60,4.13,151.43,2.26
7341,Athens, € 97.49 ,56.84,2.14,82.10,1.23
7342,Athens, € 123.97 ,77.10,2.90,117.05,1.75
7343,Athens, € 87.88 ,49.21,1.85,72.25,1.08
7344,Athens, € 260.59 ,98.90,3.73,136.88,2.04
7345,Athens, € 99.59 ,103.38,3.90,159.86,2.39
7346,Athens, € 80.85 ,47.56,1.79,70.95,1.06
7347,Athens, € 196.85 ,36.92,1.39,52.12,0.78
7348,Athens, € 104.52 ,139.34,5.25,271.31,4.05
7349,Athens, € 87.88 ,34.15,1.29,50.56,0.75
7350,Athens, € 173.88 ,102.08,3.85,138.15,2.06
7351,Athens, € 134.51 ,77.76,2.93,118.06,1.76
7352,Athens, € 121.62 ,73.66,2.78,106.75,1.59
7353,Athens, € 106.62 ,77.14,2.91,119.30,1.78
7354,Athens, € 86.94 ,59.64,2.25,85.20,1.27
7355,Athens, € 69.60 ,77.59,2.92,109.68,1.64
7356,Athens, € 74.05 ,49.10,1.85,71.12,1.06
7357,Athens, € 295.74 ,146.24,5.51,203.88,3.04
7358,Athens, € 169.19 ,42.26,1.59,60.95,0.91
7359,Athens, € 160.99 ,35.70,1.35,52.66,0.79
7360,Athens, € 192.39 ,107.13,4.04,149.19,2.23
7361,Barcelona, € 474.32 ,526.47,17.94,915.59,20.15
7362,Barcelona, € 169.90 ,320.13,10.91,794.28,17.48
7363,Barcelona, € 161.98 ,344.07,11.73,840.67,18.51
7364,Barcelona, € 367.96 ,400.06,13.63,946.59,20.84
7365,Barcelona, € 196.90 ,346.04,11.79,792.30,17.44
7366,Barcelona, € 330.95 ,391.09,13.33,525.51,11.57
7367,Barcelona, € 141.27 ,342.60,11.68,820.93,18.07
7368,Barcelona, € 173.39 ,448.41,15.28,752.76,16.57
7369,Barcelona, € 225.75 ,791.87,26.99,1885.53,41.51
7370,Barcelona, € 150.58 ,361.20,12.31,806.24,17.75
7371,Barcelona, € 194.34 ,530.52,18.08,1189.50,26.18
7372,Barcelona, € 190.84 ,589.73,20.10,647.25,14.25
7373,Barcelona, € 387.51 ,394.15,13.43,780.61,17.18
7374,Barcelona, € 248.56 ,566.65,19.31,1145.74,25.22
7375,Barcelona, € 136.38 ,342.37,11.67,826.01,18.18
7376,Barcelona, € 118.00 ,289.92,9.88,590.06,12.99
7377,Barcelona, € 150.58 ,574.42,19.58,1438.20,31.66
7378,Barcelona," € 1,041.50 ",1335.13,45.50,781.27,17.20
7379,Barcelona, € 474.32 ,512.85,17.48,862.67,18.99
7380,Barcelona, € 440.80 ,461.32,15.72,934.67,20.58
7381,Barcelona, € 111.02 ,1048.13,35.72,795.94,17.52
7382,Barcelona, € 691.93 ,555.11,18.92,1006.30,22.15
7383,Barcelona, € 141.27 ,356.55,12.15,795.06,17.50
7384,Barcelona, € 181.77 ,904.76,30.84,2068.92,45.54
7385,Barcelona, € 190.84 ,443.97,15.13,791.96,17.43
7386,Barcelona, € 230.18 ,565.42,19.27,1124.69,24.76
7387,Barcelona, € 170.13 ,771.78,26.30,2156.79,47.48
7388,Barcelona, € 237.39 ,1372.76,46.79,1979.64,43.58
7389,Barcelona, € 387.51 ,772.77,26.34,1798.96,39.60
7390,Barcelona, € 143.37 ,616.57,21.01,1281.42,28.21
7391,Barcelona, € 515.05 ,927.43,31.61,1527.06,33.62
7392,Barcelona, € 139.87 ,1904.40,64.90,770.07,16.95
7393,Barcelona, € 150.58 ,533.77,18.19,1106.08,24.35
7394,Barcelona, € 159.66 ,349.41,11.91,815.54,17.95
7395,Barcelona, € 229.25 ,483.40,16.48,1176.37,25.90
7396,Barcelona, € 156.17 ,359.26,12.24,869.53,19.14
7397,Barcelona, € 156.17 ,357.16,12.17,862.21,18.98
7398,Barcelona, € 127.31 ,514.55,17.54,663.23,14.60
7399,Barcelona, € 173.62 ,2065.07,70.38,1882.61,41.44
7400,Barcelona, € 196.90 ,448.20,15.28,771.43,16.98
7401,Barcelona, € 144.53 ,345.34,11.77,796.90,17.54
7402,Barcelona, € 139.87 ,350.10,11.93,888.86,19.57
7403,Barcelona, € 902.55 ,563.81,19.22,1151.39,25.35
7404,Barcelona, € 121.49 ,293.01,9.99,615.15,13.54
7405,Barcelona, € 224.59 ,736.12,25.09,1750.61,38.54
7406,Barcelona, € 127.31 ,368.59,12.56,935.93,20.60
7407,Barcelona, € 242.98 ,644.11,21.95,1590.76,35.02
7408,Barcelona, € 381.92 ,774.64,26.40,1718.82,37.84
7409,Barcelona, € 173.62 ,830.61,28.31,1927.75,42.44
7410,Barcelona, € 730.33 ,1539.99,52.49,775.01,17.06
7411,Barcelona, € 589.99 ,486.72,16.59,1246.68,27.44
7412,Barcelona, € 215.28 ,828.64,28.24,1613.70,35.52
7413,Barcelona, € 215.28 ,565.22,19.26,1321.93,29.10
7414,Barcelona, € 182.93 ,691.87,23.58,1386.03,30.51
7415,Barcelona, € 248.56 ,637.71,21.73,1350.88,29.74
7416,Barcelona, € 157.56 ,379.56,12.94,586.18,12.90
7417,Barcelona, € 127.31 ,357.21,12.17,811.83,17.87
7418,Barcelona, € 207.14 ,731.63,24.94,1342.27,29.55
7419,Barcelona, € 185.26 ,613.91,20.92,1349.85,29.71
7420,Barcelona, € 196.90 ,370.36,12.62,884.88,19.48
7421,Barcelona, € 150.58 ,321.93,10.97,737.22,16.23
7422,Barcelona, € 469.66 ,583.19,19.88,1336.99,29.43
7423,Barcelona, € 469.66 ,583.18,19.88,1337.00,29.43
7424,Barcelona, € 990.53 ,583.18,19.88,1337.01,29.43
7425,Barcelona, € 115.67 ,282.12,9.62,499.83,11.00
7426,Barcelona, € 462.91 ,696.05,23.72,1941.05,42.73
7427,Barcelona, € 190.84 ,359.44,12.25,876.91,19.30
7428,Barcelona, € 167.80 ,359.43,12.25,876.91,19.30
7429,Barcelona, € 185.26 ,743.51,25.34,1658.51,36.51
7430,Barcelona, € 156.17 ,359.44,12.25,876.92,19.30
7431,Barcelona, € 150.58 ,576.41,19.64,1483.14,32.65
7432,Barcelona, € 132.89 ,359.44,12.25,876.92,19.30
7433,Barcelona, € 324.20 ,360.51,12.29,939.35,20.68
7434,Barcelona, € 157.56 ,172.97,5.90,328.19,7.22
7435,Barcelona, € 231.34 ,542.52,18.49,1083.90,23.86
7436,Barcelona, € 115.67 ,901.58,30.73,713.26,15.70
7437,Barcelona, € 205.97 ,826.30,28.16,1525.43,33.58
7438,Barcelona, € 171.29 ,509.72,17.37,1266.07,27.87
7439,Barcelona, € 121.49 ,474.79,16.18,851.91,18.75
7440,Barcelona, € 182.93 ,378.81,12.91,939.57,20.68
7441,Barcelona, € 164.31 ,463.73,15.80,971.15,21.38
7442,Barcelona, € 171.29 ,542.03,18.47,1355.07,29.83
7443,Barcelona, € 161.98 ,744.98,25.39,1304.88,28.72
7444,Barcelona, € 173.62 ,372.75,12.70,895.50,19.71
7445,Barcelona, € 208.53 ,591.18,20.15,1268.33,27.92
7446,Barcelona, € 118.00 ,356.41,12.15,788.13,17.35
7447,Barcelona, € 183.86 ,372.25,12.69,900.59,19.82
7448,Barcelona, € 179.44 ,356.53,12.15,781.41,17.20
7449,Barcelona, € 165.24 ,900.74,30.70,755.07,16.62
7450,Barcelona, € 208.53 ,343.71,11.71,835.69,18.40
7451,Barcelona, € 164.31 ,377.76,12.87,948.20,20.87
7452,Barcelona, € 190.84 ,372.28,12.69,905.00,19.92
7453,Barcelona, € 237.16 ,685.08,23.35,1684.40,37.08
7454,Barcelona, € 144.53 ,590.11,20.11,626.44,13.79
7455,Barcelona, € 306.51 ,512.58,17.47,1202.54,26.47
7456,Barcelona, € 239.49 ,2934.13,100.00,1221.58,26.89
7457,Barcelona, € 195.73 ,664.87,22.66,1643.83,36.19
7458,Barcelona, € 185.26 ,597.66,20.37,627.25,13.81
7459,Barcelona, € 249.96 ,575.46,19.61,1351.10,29.74
7460,Barcelona, € 185.26 ,664.88,22.66,1643.84,36.19
7461,Barcelona, € 433.82 ,711.12,24.24,699.68,15.40
7462,Barcelona, € 127.31 ,363.48,12.39,719.14,15.83
7463,Barcelona, € 185.26 ,771.65,26.30,667.34,14.69
7464,Barcelona, € 289.29 ,805.84,27.46,1866.86,41.10
7465,Barcelona, € 127.31 ,531.11,18.10,1081.91,23.82
7466,Barcelona, € 320.48 ,413.60,14.10,1083.89,23.86
7467,Barcelona, € 299.53 ,442.51,15.08,1351.79,29.76
7468,Barcelona, € 239.72 ,412.77,14.07,1268.03,27.91
7469,Barcelona, € 295.11 ,239.49,8.16,476.60,10.49
7470,Barcelona, € 526.45 ,494.22,16.84,673.60,14.83
7471,Barcelona, € 703.56 ,494.77,16.86,1247.10,27.45
7472,Barcelona, € 358.65 ,458.04,15.61,1027.02,22.61
7473,Barcelona, € 196.90 ,635.13,21.65,1643.23,36.17
7474,Barcelona, € 691.93 ,591.36,20.15,891.63,19.63
7475,Barcelona, € 111.02 ,728.61,24.83,1765.61,38.87
7476,Barcelona, € 619.08 ,751.73,25.62,1358.01,29.89
7477,Barcelona, € 200.15 ,486.74,16.59,883.77,19.45
7478,Barcelona, € 455.47 ,781.98,26.65,814.92,17.94
7479,Barcelona, € 367.49 ,2159.71,73.61,780.41,17.18
7480,Barcelona, € 691.93 ,566.88,19.32,938.55,20.66
7481,Barcelona, € 393.09 ,999.47,34.06,801.55,17.64
7482,Barcelona, € 482.46 ,557.74,19.01,1025.16,22.57
7483,Barcelona, € 190.84 ,748.70,25.52,1600.90,35.24
7484,Barcelona, € 277.65 ,789.93,26.92,1635.46,36.00
7485,Barcelona, € 422.42 ,711.15,24.24,699.68,15.40
7486,Barcelona, € 764.77 ,531.32,18.11,633.70,13.95
7487,Barcelona, € 161.75 ,304.61,10.38,499.98,11.01
7488,Barcelona, € 185.26 ,352.71,12.02,693.80,15.27
7489,Barcelona, € 155.00 ,335.79,11.44,812.42,17.88
7490,Barcelona, € 652.59 ,583.64,19.89,632.76,13.93
7491,Barcelona, € 182.93 ,853.22,29.08,2174.94,47.88
7492,Barcelona, € 182.93 ,772.38,26.32,1410.23,31.04
7493,Barcelona, € 196.90 ,490.25,16.71,600.61,13.22
7494,Barcelona, € 167.80 ,416.30,14.19,599.60,13.20
7495,Barcelona, € 331.88 ,364.10,12.41,830.26,18.28
7496,Barcelona, € 127.31 ,312.79,10.66,695.99,15.32
7497,Barcelona, € 173.39 ,597.05,20.35,1970.45,43.38
7498,Barcelona, € 337.93 ,683.63,23.30,1577.20,34.72
7499,Barcelona, € 542.74 ,535.86,18.26,1064.55,23.43
7500,Barcelona, € 619.08 ,537.90,18.33,1084.99,23.88
7501,Barcelona, € 593.48 ,531.00,18.10,1050.75,23.13
7502,Barcelona, € 593.48 ,532.16,18.14,1057.60,23.28
7503,Barcelona, € 613.26 ,947.38,32.29,1237.68,27.25
7504,Barcelona, € 433.82 ,364.12,12.41,506.47,11.15
7505,Barcelona, € 536.92 ,595.53,20.30,1420.58,31.27
7506,Barcelona, € 619.08 ,1291.87,44.03,1512.19,33.29
7507,Barcelona, € 619.08 ,729.39,24.86,1317.48,29.00
7508,Barcelona, € 619.08 ,695.89,23.72,1390.93,30.62
7509,Barcelona, € 453.60 ,625.01,21.30,1361.22,29.96
7510,Barcelona, € 719.85 ,638.91,21.77,1373.37,30.23
7511,Barcelona, € 433.82 ,1051.78,35.85,1826.42,40.21
7512,Barcelona, € 672.38 ,781.83,26.65,1590.75,35.02
7513,Barcelona, € 481.30 ,704.32,24.00,1364.80,30.04
7514,Barcelona, € 287.20 ,690.45,23.53,1721.06,37.89
7515,Barcelona, € 161.98 ,355.41,12.11,836.31,18.41
7516,Barcelona, € 237.16 ,998.17,34.02,2104.46,46.33
7517,Barcelona, € 277.65 ,520.93,17.75,1274.36,28.05
7518,Barcelona, € 237.16 ,365.82,12.47,915.55,20.15
7519,Barcelona, € 254.61 ,532.84,18.16,791.46,17.42
7520,Barcelona, € 200.15 ,479.14,16.33,1312.06,28.88
7521,Barcelona, € 188.52 ,463.40,15.79,1525.67,33.58
7522,Barcelona, € 186.19 ,446.43,15.22,1327.80,29.23
7523,Barcelona, € 125.91 ,604.13,20.59,1512.61,33.30
7524,Barcelona, € 491.77 ,711.15,24.24,699.68,15.40
7525,Barcelona, € 161.98 ,375.58,12.80,1006.92,22.17
7526,Barcelona, € 300.93 ,1101.05,37.53,1598.26,35.18
7527,Barcelona, € 266.25 ,429.39,14.63,548.70,12.08
7528,Barcelona, € 636.30 ,513.62,17.51,728.13,16.03
7529,Barcelona, € 148.02 ,357.50,12.18,828.66,18.24
7530,Barcelona, € 168.97 ,369.04,12.58,879.14,19.35
7531,Barcelona, € 127.31 ,788.84,26.88,1636.18,36.02
7532,Barcelona, € 341.42 ,715.90,24.40,1264.17,27.83
7533,Barcelona, € 118.00 ,423.32,14.43,941.19,20.72
7534,Barcelona, € 174.79 ,864.43,29.46,1628.18,35.84
7535,Barcelona, € 495.26 ,961.05,32.75,2309.18,50.83
7536,Barcelona, € 518.30 ,984.63,33.56,1953.96,43.01
7537,Barcelona, € 196.90 ,730.02,24.88,682.03,15.01
7538,Barcelona, € 125.21 ,359.45,12.25,808.79,17.80
7539,Barcelona, € 362.14 ,964.01,32.85,746.09,16.42
7540,Barcelona, € 335.61 ,445.80,15.19,551.54,12.14
7541,Barcelona, € 491.77 ,711.14,24.24,699.68,15.40
7542,Barcelona, € 201.32 ,268.04,9.14,405.64,8.93
7543,Barcelona, € 983.55 ,513.74,17.51,977.78,21.52
7544,Barcelona, € 221.10 ,401.76,13.69,524.38,11.54
7545,Barcelona, € 161.98 ,290.58,9.90,613.48,13.50
7546,Barcelona, € 542.74 ,550.39,18.76,1135.08,24.99
7547,Barcelona," € 1,619.85 ",641.61,21.87,1422.15,31.31
7548,Barcelona, € 672.38 ,764.79,26.07,1669.92,36.76
7549,Barcelona, € 672.38 ,820.96,27.98,1614.01,35.53
7550,Barcelona, € 335.37 ,418.52,14.26,925.90,20.38
7551,Barcelona, € 804.11 ,446.98,15.23,586.83,12.92
7552,Barcelona, € 475.71 ,331.38,11.29,473.24,10.42
7553,Barcelona, € 179.44 ,615.60,20.98,1454.31,32.01
7554,Barcelona, € 176.88 ,682.88,23.27,1787.77,39.35
7555,Barcelona, € 300.93 ,721.18,24.58,1289.73,28.39
7556,Barcelona, € 404.96 ,519.78,17.72,904.27,19.91
7557,Barcelona, € 138.94 ,314.04,10.70,657.00,14.46
7558,Barcelona, € 200.15 ,649.67,22.14,1342.09,29.54
7559,Barcelona, € 161.98 ,793.83,27.06,1687.49,37.15
7560,Barcelona, € 208.30 ,402.33,13.71,1195.81,26.32
7561,Barcelona, € 137.78 ,327.30,11.15,573.28,12.62
7562,Barcelona, € 190.84 ,439.03,14.96,1118.01,24.61
7563,Barcelona, € 181.53 ,591.45,20.16,1339.30,29.48
7564,Barcelona, € 128.47 ,357.59,12.19,779.18,17.15
7565,Barcelona, € 144.53 ,552.36,18.83,986.66,21.72
7566,Barcelona, € 107.52 ,406.01,13.84,668.52,14.72
7567,Barcelona, € 391.00 ,402.81,13.73,1088.93,23.97
7568,Barcelona, € 174.79 ,632.96,21.57,1547.93,34.07
7569,Barcelona, € 150.58 ,461.42,15.73,591.05,13.01
7570,Barcelona, € 277.65 ,386.22,13.16,1108.91,24.41
7571,Barcelona, € 279.98 ,371.87,12.67,891.51,19.62
7572,Barcelona, € 252.29 ,606.17,20.66,1220.67,26.87
7573,Barcelona, € 185.26 ,466.04,15.88,1200.81,26.43
7574,Barcelona, € 171.29 ,837.95,28.56,1488.08,32.76
7575,Barcelona, € 136.38 ,228.04,7.77,505.29,11.12
7576,Barcelona, € 166.64 ,809.60,27.59,1675.10,36.87
7577,Barcelona, € 168.73 ,1123.47,38.29,1601.15,35.25
7578,Barcelona, € 225.75 ,767.16,26.15,1349.05,29.70
7579,Barcelona, € 318.15 ,618.48,21.08,1359.70,29.93
7580,Barcelona, € 225.75 ,823.99,28.08,1339.70,29.49
7581,Barcelona, € 271.84 ,598.67,20.40,1368.02,30.11
7582,Barcelona, € 129.63 ,465.10,15.85,1244.33,27.39
7583,Barcelona, € 279.98 ,389.96,13.29,918.96,20.23
7584,Barcelona, € 168.73 ,282.16,9.62,642.18,14.14
7585,Barcelona, € 485.95 ,568.80,19.39,866.29,19.07
7586,Barcelona, € 179.44 ,396.40,13.51,1031.60,22.71
7587,Barcelona, € 190.84 ,570.16,19.43,1348.81,29.69
7588,Barcelona, € 139.87 ,401.66,13.69,792.57,17.45
7589,Barcelona, € 180.60 ,395.56,13.48,1011.51,22.27
7590,Barcelona, € 219.94 ,358.94,12.23,899.23,19.79
7591,Barcelona, € 150.58 ,357.34,12.18,770.99,16.97
7592,Barcelona, € 167.80 ,739.56,25.21,2238.81,49.28
7593,Barcelona, € 167.80 ,659.95,22.49,1536.64,33.83
7594,Barcelona, € 379.36 ,287.30,9.79,564.74,12.43
7595,Barcelona, € 233.90 ,357.68,12.19,787.62,17.34
7596,Barcelona, € 393.33 ,567.40,19.34,648.70,14.28
7597,Barcelona, € 127.31 ,326.58,11.13,784.81,17.28
7598,Barcelona, € 138.94 ,601.56,20.50,674.60,14.85
7599,Barcelona, € 131.96 ,530.37,18.08,637.40,14.03
7600,Barcelona, € 164.31 ,625.93,21.33,1365.09,30.05
7601,Barcelona, € 300.93 ,556.15,18.95,1392.10,30.64
7602,Barcelona, € 138.94 ,657.75,22.42,675.13,14.86
7603,Barcelona, € 233.90 ,358.38,12.21,780.69,17.19
7604,Barcelona, € 445.46 ,1031.14,35.14,1640.18,36.11
7605,Barcelona, € 208.53 ,514.74,17.54,992.96,21.86
7606,Barcelona, € 202.48 ,286.74,9.77,639.62,14.08
7607,Barcelona, € 159.66 ,660.11,22.50,1515.32,33.36
7608,Barcelona, € 167.80 ,813.46,27.72,1561.45,34.37
7609,Barcelona, € 552.05 ,459.54,15.66,568.55,12.52
7610,Barcelona, € 176.88 ,354.97,12.10,520.19,11.45
7611,Barcelona, € 428.00 ,282.33,9.62,653.10,14.38
7612,Barcelona, € 809.92 ,796.90,27.16,1694.00,37.29
7613,Barcelona, € 185.03 ,795.56,27.11,2870.62,63.19
7614,Barcelona, € 370.28 ,603.17,20.56,1325.04,29.17
7615,Barcelona, € 254.61 ,668.11,22.77,1516.33,33.38
7616,Barcelona, € 353.06 ,819.02,27.91,1614.88,35.55
7617,Barcelona, € 379.36 ,293.47,10.00,577.07,12.70
7618,Barcelona, € 379.36 ,296.09,10.09,561.11,12.35
7619,Barcelona, € 346.08 ,446.57,15.22,890.54,19.60
7620,Barcelona, € 208.53 ,405.94,13.84,1117.00,24.59
7621,Barcelona, € 296.27 ,646.25,22.03,1029.31,22.66
7622,Barcelona, € 172.23 ,552.99,18.85,1191.85,26.24
7623,Barcelona, € 462.68 ,835.31,28.47,761.34,16.76
7624,Barcelona, € 385.41 ,442.28,15.07,1121.89,24.70
7625,Barcelona, € 310.01 ,768.90,26.21,1595.22,35.12
7626,Barcelona, € 136.38 ,356.43,12.15,776.41,17.09
7627,Barcelona, € 485.95 ,559.94,19.08,859.09,18.91
7628,Barcelona, € 196.90 ,750.13,25.57,1574.41,34.66
7629,Barcelona, € 322.81 ,541.83,18.47,1367.73,30.11
7630,Barcelona, € 138.94 ,348.05,11.86,809.12,17.81
7631,Barcelona, € 322.81 ,541.82,18.47,1367.73,30.11
7632,Barcelona, € 474.32 ,426.59,14.54,564.52,12.43
7633,Barcelona, € 187.35 ,736.16,25.09,1373.25,30.23
7634,Barcelona, € 172.23 ,557.55,19.00,1021.53,22.49
7635,Barcelona, € 137.55 ,442.42,15.08,1061.68,23.37
7636,Barcelona, € 624.90 ,609.69,20.78,657.49,14.47
7637,Barcelona, € 324.20 ,470.35,16.03,907.81,19.98
7638,Barcelona, € 616.75 ,1126.70,38.40,829.31,18.26
7639,Barcelona, € 208.53 ,1979.41,67.46,1222.26,26.91
7640,Barcelona, € 167.80 ,627.51,21.39,1696.11,37.34
7641,Barcelona, € 113.58 ,473.35,16.13,894.57,19.69
7642,Barcelona, € 584.40 ,645.67,22.01,1243.37,27.37
7643,Barcelona, € 131.96 ,955.07,32.55,757.22,16.67
7644,Barcelona, € 196.90 ,344.54,11.74,844.96,18.60
7645,Barcelona, € 310.01 ,366.74,12.50,765.52,16.85
7646,Barcelona, € 151.51 ,533.73,18.19,1195.16,26.31
7647,Barcelona, € 150.58 ,423.27,14.43,728.27,16.03
7648,Barcelona, € 229.25 ,650.30,22.16,1399.21,30.80
7649,Barcelona, € 167.80 ,880.25,30.00,1613.14,35.51
7650,Barcelona, € 255.54 ,792.06,26.99,1602.57,35.28
7651,Barcelona, € 229.25 ,531.03,18.10,1326.19,29.19
7652,Barcelona, € 260.20 ,616.05,21.00,1309.04,28.82
7653,Barcelona, € 150.58 ,334.94,11.42,649.46,14.30
7654,Barcelona, € 185.26 ,470.07,16.02,1014.05,22.32
7655,Barcelona, € 341.42 ,699.24,23.83,1344.66,29.60
7656,Barcelona, € 161.98 ,799.33,27.24,1953.94,43.01
7657,Barcelona, € 248.80 ,617.30,21.04,1392.61,30.66
7658,Barcelona, € 196.90 ,923.33,31.47,1514.03,33.33
7659,Barcelona, € 212.95 ,649.74,22.14,1404.74,30.92
7660,Barcelona, € 468.73 ,711.14,24.24,699.68,15.40
7661,Barcelona, € 219.70 ,363.00,12.37,958.23,21.09
7662,Barcelona, € 219.70 ,365.23,12.45,973.12,21.42
7663,Barcelona, € 217.61 ,723.19,24.65,1669.36,36.75
7664,Barcelona, € 324.20 ,305.00,10.39,619.59,13.64
7665,Barcelona, € 237.39 ,305.27,10.40,692.72,15.25
7666,Barcelona, € 321.41 ,562.65,19.18,1036.83,22.82
7667,Barcelona, € 393.09 ,564.27,19.23,1058.56,23.30
7668,Barcelona, € 196.90 ,332.40,11.33,973.74,21.43
7669,Barcelona, € 239.49 ,366.49,12.49,859.87,18.93
7670,Barcelona, € 242.98 ,764.59,26.06,2133.87,46.97
7671,Barcelona, € 445.46 ,711.13,24.24,699.68,15.40
7672,Barcelona, € 413.11 ,711.14,24.24,699.68,15.40
7673,Barcelona, € 173.62 ,350.05,11.93,841.10,18.52
7674,Barcelona, € 173.62 ,653.47,22.27,1513.95,33.33
7675,Barcelona, € 479.20 ,514.82,17.55,583.75,12.85
7676,Barcelona, € 422.42 ,711.15,24.24,699.68,15.40
7677,Barcelona, € 150.58 ,636.28,21.69,1568.02,34.52
7678,Barcelona, € 223.19 ,591.74,20.17,1453.13,31.99
7679,Barcelona, € 187.35 ,480.80,16.39,1061.86,23.37
7680,Barcelona, € 397.51 ,577.94,19.70,1153.32,25.39
7681,Barcelona, € 219.70 ,592.83,20.20,1440.00,31.70
7682,Barcelona, € 310.01 ,702.49,23.94,1475.52,32.48
7683,Barcelona, € 163.15 ,746.73,25.45,718.80,15.82
7684,Barcelona, € 176.18 ,254.40,8.67,459.36,10.11
7685,Barcelona, € 277.65 ,548.05,18.68,1439.05,31.68
7686,Barcelona, € 173.62 ,816.86,27.84,1785.25,39.30
7687,Barcelona, € 225.75 ,667.68,22.76,1303.01,28.68
7688,Barcelona, € 231.57 ,553.97,18.88,1309.03,28.82
7689,Barcelona, € 267.65 ,564.29,19.23,1124.56,24.75
7690,Barcelona, € 347.48 ,538.24,18.34,1067.42,23.50
7691,Barcelona, € 125.21 ,414.51,14.13,549.59,12.10
7692,Barcelona, € 288.13 ,873.08,29.76,1590.81,35.02
7693,Barcelona, € 173.62 ,556.21,18.96,621.65,13.68
7694,Barcelona, € 161.98 ,442.97,15.10,1085.94,23.90
7695,Barcelona, € 257.64 ,582.29,19.85,1431.98,31.52
7696,Barcelona, € 177.81 ,962.88,32.82,1566.78,34.49
7697,Barcelona, € 233.67 ,403.14,13.74,912.40,20.08
7698,Barcelona, € 173.62 ,352.08,12.00,731.76,16.11
7699,Barcelona, € 97.05 ,826.12,28.16,1446.55,31.84
7700,Barcelona, € 161.98 ,308.92,10.53,810.39,17.84
7701,Barcelona, € 129.63 ,333.37,11.36,873.17,19.22
7702,Barcelona, € 196.90 ,673.70,22.96,1577.22,34.72
7703,Barcelona, € 254.61 ,466.50,15.90,1158.61,25.50
7704,Barcelona, € 208.30 ,903.08,30.78,779.75,17.16
7705,Barcelona, € 129.63 ,734.89,25.05,1559.12,34.32
7706,Barcelona, € 306.51 ,796.66,27.15,1595.57,35.12
7707,Barcelona, € 172.23 ,556.73,18.97,1308.08,28.79
7708,Barcelona, € 219.94 ,784.01,26.72,1646.33,36.24
7709,Barcelona, € 202.48 ,379.01,12.92,1036.55,22.82
7710,Barcelona, € 183.86 ,1267.34,43.19,1757.90,38.70
7711,Barcelona, € 189.91 ,1697.34,57.85,1707.37,37.58
7712,Barcelona, € 129.63 ,362.65,12.36,875.81,19.28
7713,Barcelona, € 167.80 ,774.52,26.40,1643.61,36.18
7714,Barcelona, € 208.30 ,641.61,21.87,851.89,18.75
7715,Barcelona, € 444.06 ,978.32,33.34,1434.58,31.58
7716,Barcelona, € 173.62 ,511.42,17.43,1183.03,26.04
7717,Barcelona, € 176.88 ,482.55,16.45,577.89,12.72
7718,Barcelona, € 196.90 ,628.58,21.42,1274.51,28.06
7719,Barcelona, € 175.95 ,438.37,14.94,861.55,18.97
7720,Barcelona, € 225.75 ,601.85,20.51,1340.60,29.51
7721,Barcelona, € 229.25 ,759.53,25.89,1607.29,35.38
7722,Barcelona, € 173.62 ,678.94,23.14,1378.66,30.35
7723,Barcelona, € 341.42 ,705.14,24.03,1502.17,33.07
7724,Barcelona, € 211.79 ,355.24,12.11,886.30,19.51
7725,Barcelona, € 175.95 ,425.33,14.50,832.63,18.33
7726,Barcelona, € 306.51 ,931.42,31.74,1487.78,32.75
7727,Barcelona, € 209.23 ,457.18,15.58,1202.19,26.46
